CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010242019","19","019","0001","0242","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","19","25","16","9",*,*,*,"23","15","8","22","14","8","20","12","8","20","12","8","18","10","8",*,*,"0",*,*,"0","0","0","0","0","0","0",*,*,"0",*,*,"0","8","5","3",*,"56.25","5","16","4","7","5","7","5","5",*,"0","0.96","5","25","4","4","4","4","4","4","4",*,"0","0","0","0","9224"
"1901900010242018","19","019","0001","0242","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","18","50","22","28",*,"0",*,"49","22","27","47","21","26","41","19","22","40","19","21","37","19","18",*,*,*,"6",*,"4","4",*,"3",*,"0",*,"3","0","3","9","3","6","10","6","3","3","127.27","10","36","4","13","11","13","11","11",*,"0","0.63","4.55","50","11","10","10","10","11","10","11","8","0","0",*,"0","18538"
"1901900010242017","19","019","0001","0242","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","17","29","18","11","0","0","0","29","18","11","29","18","11","28","17","11","28","17","11","28","17","11",*,*,"0","0","0","0","0","0","0","0","0","0","0","0","0","3",*,*,"7","16","9","7","61.11",*,"15","13","14","10","13","9","10","4","0","0.57","2.9","29","10","8","10","10","10","10","8","6","0","0","0","0","10585"
"1901900010242016","19","019","0001","0242","016",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","16","54","32","22",*,*,"0","52","30","22","51","29","22","42","24","18","39","23","16","37","22","15","5","3",*,"5","3",*,"6","4",*,"3",*,*,*,*,*,"4","4","0","18","8","4","4","68.75","15","31","8","17","14","15","12","14","3","0","0.61","3.86","54","14","9","14","14","14","14","11","11","0","0","0","0","10647"
"1901900010242015","19","019","0001","0242","015",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","15","39","22","17",*,"0",*,"38","22","16","37","21","16","35","20","15","35","20","15","35","20","15",*,*,"0",*,*,*,*,"0",*,"0","0","0","0","0","0","3",*,*,"11","11","4","7","77.27","4","27","8","14","12","14","12","12",*,*,"0.53","3.25","39","11","10","12","12","12","12","8","9",*,"0","0","0","10829"
"1901900010242014","19","019","0001","0242","014",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","14","29","15","14",*,"0",*,"28","15","13","28","15","13","24","15","9","24","15","9","24","15","9",*,"0",*,"3","0","3","3","0","3","0","0","0","0","0","0","4","4","0","10","7","4","3","93.33","5","20","4","7","7","5","5","7","0","0","0.81","4.14","29","7","5","7","6","7","7","6","6","0","0","0","0","4862"
"1901900010238035","19","019","0001","0238","035",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","35","38","20","18","0","0","0","32","17","15","32","17","15","30","16","14","29","16","13","28","16","12","0","0","0",*,*,*,*,*,*,*,"0",*,*,"0",*,"3","0","3","6","10","5","5","90","3","23","6","13","13","10","10","13","0","0","0.71","2.92","38","10","7","9","9","10","9","9","7","0","0",*,"0","16207"
"1901900010238034","19","019","0001","0238","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","34","46","26","20",*,*,"0","39","22","17","38","21","17","34","19","15","33","19","14","31","17","14",*,*,*,"3",*,*,"3",*,*,*,"0",*,*,*,"0","5","3",*,"11","10","7","3","76.92","7","26","7","17","15","15","13","15",*,"0","0.73","3.07","46","13","7","11","12","12","12","12","7","0","0",*,"0","16455"
"1901900010238032","19","019","0001","0238","032",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","32","27","10","17","0","0","0","14","5","9","14","5","9","13","5","8","11","5","6","11","5","6","0","0","0",*,"0",*,"3","0","3",*,"0",*,"0","0","0",*,"0",*,*,*,*,*,"170","3","10",*,"11","9","6","4","9",*,"0","0.45","3","27","4","3","4","4","4","4","4","4","0","0","0","0","7485"
"1901900010238029","19","019","0001","0238","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","29","107","52","55",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,"36","32",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,"29045"
"1901900010238028","19","019","0001","0238","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","28","71","36","35",*,"0",*,"11","6","5","10","6","4","10","6","4","10","6","4","10","6","4",*,"0",*,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","3",*,"97.22",*,"5","5","18","18","4","4","18","0","0","0.55","3.94","71","4",*,"3","4","4","3","3",*,"0","0","0","0","8375"
"1901900010238027","19","019","0001","0238","027",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","27","42","23","19",*,*,"0","27","14","13","23","12","11","22","11","11","21","10","11","21","10","11","4",*,*,*,*,"0",*,*,"0",*,*,"0","0","0","0",*,*,*,"5","6","4",*,"82.61","7","18","3","14","12","11","9","12",*,"0","0.44","3.5","42","9","4","7","7","9","9","8","6","0","0","0","0","9827"
"1901900010238007","19","019","0001","0238","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","7","67","37","30","0","0","0","28","16","12","28","16","12","27","16","11","26","16","10","24","16","8","0","0","0",*,"0",*,*,"0",*,*,"0",*,*,"0",*,"5","5","0","8","12","7","5","81.08",*,"15","11","18","18","8","8","18","0","0","0.52","3.72","67","8","5","8","8","8","8","8","6","0","0","0","0","14395"
"1901900010238006","19","019","0001","0238","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","6","124","62","62","6","3","3","109","54","55","107","53","54","103","51","52","100","50","50","98","49","49","3",*,*,"3",*,*,"5",*,"3","3",*,*,*,*,*,"16","8","8","26","31","15","16","100","15","77","23","38","36","35","33","36",*,"0","0.48","3.44","124","33","26","29","32","31","33","30","26","0","0","0","0","32719"
"1901900010238004","19","019","0001","0238","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","4","127","62","65","5","3",*,"109","51","58","107","50","57","101","49","52","94","46","48","87","43","44","4",*,"3","4",*,"3","10","4","6","7","3","4","7","3","4","15","7","8","30","18","8","10","104.84","20","83","11","33","32","28","27","32","0",*,"0.67","3.97","127","27","22","25","26","27","26","20","21","0","0",*,"0","31985"
"1901900010577056","19","019","0001","0577","056",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","56","87","39","48","5","3",*,"82","36","46","77","33","44","72","32","40","70","31","39","67","29","38","6","3","3","4",*,"3","5",*,"4",*,*,*,"3",*,*,"17","5","12","23","11","6","5","123.08","17","62","8","28","26","25","23","26",*,"0","0.57","3.35","87","25","13","25","17","25","26","19","22",*,"0","0","0","3095"
"1901900010238002","19","019","0001","0238","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","2","45","22","23","0","0","0","28","14","14","28","14","14","28","14","14","27","14","13","26","13","13","0","0","0","0","0","0",*,"0",*,*,"0",*,*,*,"0",*,*,"0","5","15","9","6","104.55",*,"13","14","15","15","10","10","15","0","0","0.4","3","45","10","3","8","10","10","9","8","5","0","0",*,"0","22162"
"1901900010223045","19","019","0001","0223","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","45","22",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"2","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"11895"
"1901900010223044","19","019","0001","0223","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","44","9","6","3","0","0","0","9","6","3","8","5","3","7","4","3","7","4","3","7","4","3",*,*,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",*,"3",*,*,"50",*,"4","3","3","3","3","3","3","0","0","0.53","3","9","3",*,"3","3","3","3","3","3","0","0","0","0","17845"
"1901900010223043","19","019","0001","0223","043",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","43","7","3","4","0","0","0","4",*,*,"4",*,*,"4",*,*,"4",*,*,"4",*,*,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",*,*,"133.33","0",*,"3","3","3",*,*,"3","0","0","0.4","2.33","7",*,*,*,*,*,*,*,*,"0","0","0","0","6882"
"1901900010223042","19","019","0001","0223","042",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","42","10","6","4","0","0","0","7","5",*,"7","5",*,"7","5",*,"7","5",*,"7","5",*,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",*,*,"0",*,"3",*,*,"66.67","0","4","3","4","4","3","3","4","0","0","0.23","2.5","10","3","3","3","3","3","3","3","0","0","0","0","0","14922"
"1901900010223038","19","019","0001","0223","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","38","42","20","22","0","0","0","19","9","10","19","9","10","18","9","9","18","9","9","16","8","8","0","0","0",*,"0",*,"0","0","0","0","0","0",*,*,*,*,"0",*,*,"10","6","4","110",*,"10","8","14","14","7","7","14","0","0","0.34","3","42","7","6","6","6","5","7","5","6","0","0","0","0","13210"
"1901900010223037","19","019","0001","0223","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","37","27","13","14","0","0","0","5",*,"3","5",*,"3","5",*,"3","3",*,*,*,*,*,"0","0","0","0","0","0",*,"0",*,*,"0",*,*,*,"0","0","0","0",*,"0","0","0","107.69",*,"3","0","6","6",*,*,"6","0","0","0.42","4.5","27",*,*,*,*,*,*,*,*,"0","0","0","0","5909"
"1901900010223036","19","019","0001","0223","036",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","36","33","17","16","0","0","0","27","14","13","27","14","13","22","11","11","19","10","9","17","9","8","0","0","0","5","3",*,"7","4","3","3",*,*,*,*,*,"3","3","0","7",*,"0",*,"94.12","8","19","0","7","6","6","5","6",*,"0","0.69","5.5","33","5","5","5","4","5","5","4","5","0","0","0","0","7673"
"1901900010223021","19","019","0001","0223","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","21","35","20","15","0","0","0","22","13","9","22","13","9","22","13","9","22","13","9","20","11","9","0","0","0","0","0","0","0","0","0","0","0","0",*,*,"0","5","3",*,"9",*,*,"0","75","0","21",*,"15","14","11","10","14",*,"0","0.4","2.5","35","9",*,"10","8","10","10","6","4",*,"0","0","0","8334"
"1901900010223020","19","019","0001","0223","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","20","65","41","24",*,"0",*,"48","33","15","48","33","15","46","31","15","46","31","15","44","30","14","0","0","0",*,*,"0",*,*,"0","0","0","0",*,*,*,"7","6",*,"13","21","13","8","58.54","4","30","16","23","23","19","19","23","0","0","0.48","2.83","65","19","7","19","19","19","19","18","16","0","0","0","0","11450"
"1901900010223019","19","019","0001","0223","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","19","42","20","22","0","0","0","42","20","22","42","20","22","42","20","22","42","20","22","41","20","21","0","0","0","0","0","0","0","0","0","0","0","0",*,"0",*,"5","4",*,"7","18","10","8","110","0","32","10","18","17","18","17","17",*,"0","0.48","2.47","42","17","5","14","17","17","17","13","10","0","0","0","0","12938"
"1901900010223017","19","019","0001","0223","017",Urbana,Parque o Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45147"
"1901900010223013","19","019","0001","0223","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","13","166","90","76","0","0","0","101","56","45","101","56","45","94","53","41","91","52","39","85","49","36",*,*,"0","6",*,"4","8","3","5","3",*,*,"6","3","3","18","12","6","27","30","16","14","84.44","10","70","21","41","41","25","25","41","0","0","0.55","4.05","166","25","20","24","25","23","23","21","18","0","0",*,"0","40494"
"1901900010223012","19","019","0001","0223","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","12","35","21","14","0","0","0","24","16","8","24","16","8","24","16","8","23","16","7","22","15","7","0","0","0","0","0","0",*,"0",*,*,"0",*,*,*,"0",*,*,"0","7","14","8","6","66.67",*,"9","14","13","11","10","8","11",*,"0","0.43","3.18","35","8","8","6","8","8","8","7","6","0","0","0","0","12540"
"1901900010223011","19","019","0001","0223","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","11","69","41","28","0","0","0","65","39","26","63","37","26","56","33","23","54","31","23","50","30","20","4","3",*,"5","3",*,"6","4",*,*,*,"0","4",*,"3","11","7","4","18","12","8","4","68.29","11","44","10","17","16","16","15","16",*,"0","0.63","4.31","69","14","13","12","14","14","14","13","12","0","0","0","0","13334"
"1901900010219037","19","019","0001","0219","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","37","43","27","16","0","0","0","43","27","16","43","27","16","41","25","16","40","24","16","40","24","16","0","0","0",*,*,"0","3","3","0",*,*,"0","0","0","0","4","3",*,"9","22","12","10","59.26","3","30","10","17","17","16","16","17","0","0","0.41","2.53","43","16","13","15","17","17","17","15","13",*,"0","0","0","12846"
"1901900010219036","19","019","0001","0219","036",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","36","54","34","20","0","0","0","54","34","20","54","34","20","50","30","20","47","27","20","46","26","20",*,*,"0","3","3","0","5","5","0","3","3","0",*,*,"0","7","4","3","12","16","10","6","58.82","7","35","12","20","18","12","10","18",*,"0","0.51","3","54","18","10","16","15","18","16","12","10","0","0",*,"0","12285"
"1901900010219034","19","019","0001","0219","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","34","44","18","26",*,"0",*,"42","18","24","42","18","24","40","16","24","39","16","23","37","16","21",*,*,"0",*,*,"0",*,*,*,*,"0",*,*,"0",*,"4","0","4","6","12","5","7","144.44","5","28","11","16","15","14","13","15",*,"0","0.47","2.93","44","15","14","15","15","15","15","11","13","0","0","0","0","11642"
"1901900010219033","19","019","0001","0219","033",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","33","50","28","22","0","0","0","50","28","22","50","28","22","46","26","20","43","24","19","39","21","18","0","0","0","4",*,*,"6","4",*,"3",*,*,"4","3",*,"6","4",*,"12","14","6","8","78.57","7","31","12","16","16","13","13","16","0","0","0.46","3.13","50","16","11","16","14","16","16","13","12","0","0","0","0","12095"
"1901900010219032","19","019","0001","0219","032",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","32","78","48","30",*,*,*,"76","47","29","76","47","29","70","45","25","69","45","24","67","43","24","0","0","0","6",*,"4","3","0","3",*,"0",*,*,*,"0","13","9","4","26","20","10","10","62.5","9","55","14","21","21","17","17","21","0","0","0.6","3.71","78","21","11","19","20","21","21","17","14","0","0","0","0","12523"
"1901900010219031","19","019","0001","0219","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","31","101","56","45","3",*,*,"98","54","44","98","54","44","88","48","40","84","46","38","79","43","36",*,*,*,"8","5","3","9","6","3","4",*,*,"5","3",*,"9","4","5","26","22","16","6","80.36","17","68","16","34","32","28","26","32","0",*,"0.58","3.16","101","31","12","31","29","31","31","22","20",*,*,"0","0","11904"
"1901900010187066","19","019","0001","0187","066",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","66","49","35","14",*,*,*,"47","34","13","47","34","13","45","33","12","42","32","10","41","31","10",*,"0",*,*,*,"0","4",*,*,"3",*,*,*,*,"0","5","4",*,"16","19","14","5","40","7","25","17","19","19","15","15","19","0","0","0.46","2.58","49","19","12","16","18","19","19","14","13","0","0","0","0","5155"
"1901900010187064","19","019","0001","0187","064",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","64","52","28","24","0","0","0","52","28","24","50","26","24","45","24","21","42","21","21","39","19","20","3",*,*,"4",*,*,"6","4",*,"3","3","0","3",*,*,"6","4",*,"13","6","3","3","85.71","10","38","4","21","16","20","15","16","5","0","0.48","3.25","52","16",*,"16","15","16","16","13","14","0","0","0","0","4536"
"1901900010187063","19","019","0001","0187","063",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","63","65","34","31",*,*,"0","63","32","31","61","31","30","54","26","28","52","24","28","51","23","28","3",*,*,"6","4",*,"5","3",*,*,*,"0",*,*,"0","10","3","7","16","6","4",*,"91.18","13","48","4","21","17","19","15","17","3",*,"0.6","3.82","65","16","7","13","13","17","17","13","13","0","0","0","0","4150"
"1901900010187060","19","019","0001","0187","060",Urbana,Edificio-Manzana,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","60","39","18","21","0","0","0","39","18","21","39","18","21","38","18","20","37","18","19","35","17","18",*,"0",*,"0","0","0",*,"0",*,*,"0",*,*,*,*,"9","3","6","10","5",*,"3","116.67",*,"33","4","10","10","5","5","10","0","0","0.56","3.9","39","10","6","10","10","10","10","5","8","0","0","0","0","10481"
"1901900010187034","19","019","0001","0187","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","34","20","11","9","0","0","0","20","11","9","20","11","9","18","10","8","16","8","8","13","6","7",*,*,"0",*,"0",*,"3",*,*,*,*,"0","3",*,*,"3",*,*,"7",*,*,*,"81.82","4","14",*,"8","5","6","3","5","3","0","0.59","4","20","5","4","5","5","5","5","4","5","0","0","0","0","7508"
"1901900010187033","19","019","0001","0187","033",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","33","43","27","16","4","4","0","39","23","16","38","22","16","32","20","12","30","18","12","26","17","9",*,*,"0","6",*,"4","7","4","3",*,*,"0","4",*,"3",*,*,"0","13","5","3",*,"59.26","13","27","3","12","12","10","10","12","0","0","0.77","3.58","43","12","8","12","11","12","12","11","9","0","0","0","0","12019"
"1901900010204038","19","019","0001","0204","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0204","38","49","25","24","0","0","0","49","25","24","46","23","23","39","22","17","35","19","16","33","19","14","4",*,*,"6",*,"5","8","3","5","4","3",*,*,"0",*,"5","3",*,"13","9","4","5","96","14","29","6","13","13","11","11","13","0","0","0.59","3.77","49","13","10","12","12","12","12","9","10","0","0",*,"0","7121"
"1901900010187032","19","019","0001","0187","032",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","32","36","22","14",*,*,"0","35","21","14","35","21","14","32","20","12","31","20","11","29","19","10",*,"0",*,*,*,*,"3",*,*,*,"0",*,*,*,*,"5","3",*,"13","8","5","3","63.64","5","24","7","10","9","10","9","9",*,"0","0.62","4","36","9","6","8","9","8","8","8","6","0","0",*,"0","22111"
"1901900010187018","19","019","0001","0187","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","18","51","30","21",*,*,"0","50","29","21","49","29","20","49","29","20","48","28","20","47","27","20",*,"0",*,"0","0","0",*,*,"0",*,*,"0",*,*,"0","8","7",*,"19","13","6","7","70","3","40","8","15","14","15","14","14",*,"0","0.5","3.64","51","14","10","13","13","14","14","12","12","0","0","0","0","17169"
"1901900010187017","19","019","0001","0187","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","17","4",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"2","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"5058"
"1901900010187015","19","019","0001","0187","015",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","15","73","42","31",*,*,*,"71","41","30","67","38","29","65","37","28","63","36","27","61","35","26","4","3",*,*,*,*,"3",*,*,*,*,*,*,*,*,"7","4","3","16","24","15","9","73.81","10","41","22","33","29","24","20","29","4","0","0.4","2.52","73","29","18","25","28","28","28","24","16","0","0",*,"0","11978"
"1901900010191034","19","019","0001","0191","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0191","34","163","90","73","9","7",*,"154","83","71","149","80","69","146","78","68","141","76","65","139","75","64","6","3","3",*,*,"0","6","3","3","5",*,"3",*,*,*,"19","9","10","38","45","28","17","81.11","22","110","31","54","52","47","45","52",*,"0","0.62","3.13","163","47","33","30","43","51","40","30","24",*,"0","12","0","8503"
"1901900010172030","19","019","0001","0172","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","30","52","29","23","0","0","0","52","29","23","51","29","22","51","29","22","51","29","22","47","28","19",*,"0",*,"0","0","0","0","0","0","0","0","0","4",*,"3","11","6","5","18","14","6","8","79.31",*,"41","10","19","14","18","13","14","5","0","0.51","3.71","52","14","10","12","14","13","13","13","7","0","0","0","0","29810"
"1901900010172024","19","019","0001","0172","024",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20887"
"1901900010172022","19","019","0001","0172","022",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","22","5",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"3","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"22065"
"1901900010172013","19","019","0001","0172","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","13","7",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"3","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"22910"
"1901900010172012","19","019","0001","0172","012",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5282"
"1901900010172011","19","019","0001","0172","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","11","41","28","13","0","0","0","41","28","13","41","28","13","39","26","13","38","25","13","36","23","13","0","0","0",*,*,"0","3","3","0",*,*,"0",*,*,"0","6","6","0","15","6","3","3","46.43","3","34","4","13","12","6","5","12","0",*,"0.51","3.42","41","12","9","11","12","11","12","11","12","0","0","0","0","4968"
"1901900010168026","19","019","0001","0168","026",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0168","26","49","27","22","0","0","0","49","27","22","48","27","21","48","27","21","47","26","21","47","26","21",*,"0",*,"0","0","0",*,*,"0",*,*,"0","0","0","0","10","4","6","14","13","10","3","81.48",*,"38","9","23","18","22","17","18","5","0","0.51","2.72","49","18","9","17","15","16","17","15","14","0",*,*,"0","12296"
