RML,NOMBRE_COL,AREA,CALLE,NIVELES,US_ACT2011
13 031 025,TAMPIQUITO,"132",PRESIDENTE CALLES 380,"1",HU
13 031 005,TAMPIQUITO,"153",P CALLES 304,"2",M
13 031 013,TAMPIQUITO,"440",P CALLES 312,"2",HM
13 031 028,TAMPIQUITO,"54",PLUTARCO E CALLES LOTE INT,"2",HM
13 031 018,TAMPIQUITO,"225",PLUTARCO E CALLES 316,"2",HM
13 031 026,TAMPIQUITO,"98",PRIV NUEVA 159,"2",HM
08 015 018,HACIENDA EL ROSARIO,"1185",EL ROSARIO 266 Y VASCONCELOS,"1",C
08 015 019,HACIENDA EL ROSARIO,"1519",,"0",S
08 015 014,HACIENDA EL ROSARIO,"848",PRIV MA MAGDALENA 9,"2",HU
08 015 013,HACIENDA EL ROSARIO,"733",PRIV MA MAGDALENA 7,"2",HU
08 015 017,HACIENDA EL ROSARIO,"1059",PRIV ANA CRISTINA 101,"1",HU
08 015 015,HACIENDA EL ROSARIO,"936",PRIV MA MAGDALENA 13,"2",HU
08 015 025,DEL VALLE,"705",AVE J VASCONCELOS 260,"2",E
08 015 020,HACIENDA EL ROSARIO,"561",AVE EL ROSARIO 109,"2",HU
08 015 022,HACIENDA EL ROSARIO,"1528",EL ROSARIO 121,"2",HU
08 015 021,HACIENDA EL ROSARIO,"555",PRIV MA MAGDALENA 100,"1",HU
11 028 018,SANTA ENGRACIA,"574",CANELO 712,"1",HU
11 028 001,SANTA ENGRACIA,"577",CANELO 710,"1",HU
11 028 020,,"494",EBANOS 233 STA ENGRACIA,"2",HU
11 028 002,,"490",STA ENGRACIA 216 STA ENGRAC,"1",C
11 028 023,VALLE STA ENGRACIA,"998",EBANOS L 4 M 36,"1",HU
11 028 004,VALLE SANTA ENGRACIA,"1487","SANTA ENGRACIA L14,15 Y 16 M36","1",C
11 028 005,,"744",EBANOS 219 V STA ENGRACIA,"1",HM
11 028 013,STA ENGRACIA,"500",STA ENGRACIA 212,"1",S
11 028 006,STA ENGRACIA,"756",EBANOS 215,"1",HU
11 028 008,SANTA ENGRACIA,"2230",RICARDO MARGAIN 206,"1",C
11 028 012,VALLE STA ENGRACIA,"493",STA ENGRACIA 210,"2",S
11 039 001,,"3940",CAOBA Y PALMAS STA ENGRACIA,"0",EA
11 034 008,,"608",CAOBA L 8 M 42,"1",HU
11 034 004,,"522",CAOBA,"2",HU
11 034 003,VALLE SANTA ENGRACIA,"520",CAOBA L3 M42,"1",HU
11 034 007,,"515",CAOBA 628,"1",HU
11 034 002,VALLE STA ENGRACIA,"509",CAOBA 602,"1",HU
11 034 006,STA ENGRACIA,"507",CAOBA 620,"1",HU
11 034 005,STA ENGRACIA,"514",CAOBA 616,"1",HU
11 034 001,,"610",CAOBA Y OLMOS 600,"1",HU
11 034 015,,"1124",CEDROS 633,"1",HU
11 034 009,VALLE SANTA ENGRACIA,"522",CEDROS 665,"2",HU
11 037 001,,"2054",EBANOS Y PALMAS 700,"1",HU
11 034 010,SANTA ENGRACIA,"507",CEDROS 659,"2",HU
11 034 011,,"492",CEDROS 657,"1",HU
11 034 012,VALLE SANTA ENGRACIA,"505",CEDROS 645,"2",HU
11 034 013,,"486",CEDROS 645 STA ENGRACIA,"1",HU
11 034 014,,"499",CEDROS 641 STA ENGRACIA,"2",HU
11 037 013,,"670",STA ENGRACIA 120,"2",HU
11 035 008,,"567",CEDROS Y EBANOS,"2",HU
11 035 007,,"750",CEDROS 624 V STA ENGRACIA,"2",HU
11 035 005,VALLE DE STA ENGRACI,"750",CEDROS 620,"2",HU
11 037 003,,"503",EBANOS 121 STA ENGRACIA,"2",HU
11 037 004,,"521",EBANOS 119,"2",HU
11 035 004,SANTA ENGRACIA,"493",CEDROS 616,"2",HU
11 035 001,,"529",CEDROS 606 V DE STA ENGRACI,"2",HU
11 035 009,,"776",SAUCES Y EBANOS,"2",HU
11 035 002,,"616",CEDROS 612,"2",HU
11 035 016,,"392",CEDROS 610,"1",HU
11 037 012,,"644",AVE STA ENGRACIA,"2",HM
11 035 011,,"504",SAUCES 649 V STA ENGRACIA,"2",HU
11 037 005,,"489",EBANO 115 STA ENGRACIA,"2",HU
11 035 010,,"513",SAUCES 653 V STA ENGRACIA,"2",HU
11 037 006,VALLE SANTA ENGRACIA,"495",EBANO 111,"2",HU
11 035 013,,"495",SAUCES 641 STA ENGRACIA,"1",HU
11 035 012,,"490",SAUCES645 V DE STA ENGRACI,"2",HU
11 035 014,V DE STA ENGRACIA,"515",SAUCES 637 Y OLMOS,"1",HU
11 035 015,VALLE SANTA ENGRACIA,"804",SAUCES 633,"1",HU
11 037 011,,"503",SANTA ENGRACIA 110,"1",HU
11 036 007,VALLE STA ENGRACIA,"726",SAUCES Y EBANOS 690,"2",HU
11 037 007,SANTA ENGRACIA,"259",EBANOS 107,"1",HU
11 037 010,,"521",AV SANTA ENGRACIA 104,"1",HU
11 036 006,VALLE SANTA ENGRACIA,"502",SAUCES 690,"2",HU
11 036 001,VALLE SANTA ENGRACIA,"733",,"1",HU
11 036 004,,"491",SAUCES612 COL VALLE,"2",HU
11 037 014,SANTA ENGRACIA,"268",EBANOS 105,"2",HU
11 036 005,VALLE SANTA ENGRACIA,"508",SAUCES Y OLMOS,"2",HU
11 036 018,,"256",SAUCES 610 V STA ENGRACIA,"2",HU
11 036 003,,"251",,"2",HU
11 036 009,STA ENGRACIA,"497",CALZ DEL VALLE 621,"1",S
11 036 013,SANTA ENGRACIA,"248",CALZ DEL VALLE 607,"2",S
11 036 014,VALLE SANTA ENGRACIA,"401",CALZADA DEL VALLE OTE 601,"1",HU
11 037 009,,"785",ENGRACIA 680 STA ENGRACIA,"1",HU
11 037 008,VALLE SANTA ENGRACIA,"589",EBANOS 100,"1",HU
11 036 011,VALLE STA ENGRACIA,"492",CALZADA DEL VALLE 613,"1",S
11 036 008,VALLE STA ENGRACIA,"629",VASCONCELOS 625,"1",C
11 036 012,V DE SANTA ENGRACIA,"482",CALZ DEL VALLE OTE 609,"1",S
11 036 015,,"395",CALZ DEL VALLE 603,"2",M
11 036 010,DEL VALLE,"501",CALZ DEL VALLE 617,"3",C
11 036 017,DEL VALLE,"250",CALZ DEL VALLE 605,"3",HM
11 069 019,,"1207",,"3",S
11 069 009,VALLE CAMPESTRE,"4062",STA ENGRACIA 700,"4",M
11 069 015,,"625",,"5",S
11 069 008,,"517",,"5",S
11 069 007,VALLE DEL CAMPESTRE,"501",RICARDO MARGAIN 240,"5",S
11 069 016,,"593",,"5",S
11 069 006,VALLE DEL CAMPESTRE,"506",NISPERO 245,"1",HU
11 069 004,VILLAS CAMPESTRE,"518",NISPEROS 265,"1",HU
11 069 002,,"514",,"3",S
11 069 003,,"519",NISPERO 275 V CAMPESTRE,"1",HU
11 069 017,VALLE DEL CAMPESTRE,"1198",STA ENGRACIA 260,"6",S
11 069 001,,"2828",,"0",C
11 065 013,,"962",STA ENGRACIA L13 M65 V CAMP,"2",C
11 065 004,VALLE DEL CAMPESTRE,"457",VASCONCELOS 616,"0",C
11 065 014,VALLE DEL CAMPESTRE,"785",EUCALIPTO L14 M65,"2",C
11 065 015,,"491",EUCALIPTO L15 M65 V CAMPEST,"2",C
11 065 012,,"598",VASCONCELOS L12 M65 V CAMPE,"2",C
11 065 001,,"2364",VASCONCELOS L1 M65 V CAMPES,"0",BU
11 065 005,,"1995",VASCONCELOS L5 M65 V CAMPES,"3",C
11 065 003,,"933",J VASCONCELOS 619 V CAMPEST,"3",C
11 065 023,,"518",,"3",C
11 065 007,,"2986",,"4",C
11 065 011,VALLE DEL CAMPESTRE,"1073",VASCONCELOS 670,"2",C
11 065 010,DEL VALLE,"1061",VASCONCELOS 660,"2",C
11 068 005,VALLE DEL CAMPESTRE,"496",CIRUELO 640,"2",HU
11 068 002,,"1006",CIRUELO L 2 M 68V CAMPESTR,"1",HU
11 068 007,VALLE DEL CAMPESTRE,"493",CIRUELO 670,"1",HU
11 068 006,VALLE CAMPESTRE,"499",CIRUELO 650,"1",HU
11 068 004,,"495",CIRUELO L4 M68FTES VALLE,"2",HU
11 068 008,,"495",CIRUELO 670 V CAMPESTRE,"2",HU
11 068 010,VALLE DEL CAMPESTRE,"2183",NARANJO 695,"2",HU
11 068 015,VALLE DEL CAMPESTRE,"498",NARANJO 655,"2",HU
11 068 013,VALLE DEL CAMPESTRE,"500",NARANJO SUR 675,"2",HU
11 068 014,V DEL CAMPESTRE,"493",NARANJO 665,"1",HU
11 068 001,VALLE DEL CAMPESTRE,"668",CIRUELO 600,"1",HU
11 068 018,VALLE DEL CAMPESTRE,"992",NARANJO 625,"1",HU
11 068 020,,"651",AVE SABINO L 20 M 68,"2",HU
11 068 016,VALLE DEL CAMPESTRE,"494",NARANJO 645,"1",HU
11 068 017,,"490",NARANJO 635 V CAMPESTRE,"1",HU
11 080 010,VALLE DEL CAMPESTRE,"607",NISPERO L10 M80,"0",S
11 080 003,V CAMPESTRE,"498",NARANJO L3 M80,"0",S
11 080 022,VALLE DEL CAMPESTRE,"150",NARANJO 680,"1",HU
11 080 002,,"504",NARANJO 610 V CAMPESTRE,"1",HU
11 080 023,,"110",NARANJO L23,"1",HU
11 080 009,DEL VALLE,"252",NARANJO 682,"1",HU
11 080 005,VALLE DEL CAMPESTRE,"496",NARANJO L5 M80,"1",C
11 080 004,,"527",NARANJO L4 M80,"0",S
11 080 001,VALLE DEL CAMPESTRE,"630",NARANJO 600,"1",HU
11 080 021,VALLE DEL CAMPESTRE,"240",AVE ROBLE L21 M80,"0",S
11 080 018,,"506",AVE ROBLE L 18 M 80,"0",S
11 080 019,VALLE DEL CAMPESTRE,"308",AVE ROBLE L 19 M 80,"0",S
11 080 016,VALLE DEL CAMPESTRE,"488",AVE ROBLE L 16 M 80,"1",C
11 080 011,VALLE DEL CAMPESTRE,"595",ROBLE NORTE 215,"3",S
11 080 017,VALLE DEL CAMPESTRE,"562",AV ROBLE 625,"0",S
11 080 014,VALLE DEL CAMPESTRE,"497",AVE ROBLE 665,"1",C
11 080 012,V DEL CAMPESTRE,"506",AVE ROBLE 685,"0",S
11 080 020,V DEL CAMPESTRE,"661",AVE SABINO 605,"0",EC
11 080 015,,"507",AVE ROBLE 655,"1",C
11 080 008,VILLA CAMPESTRE,"1003",NARANJO 675,"2",M
11 080 006,V DEL CAMPESTRE,"509",NARANJO,"1",C
11 080 007,,"499",NARANJO SUR 660 V DEL CAMPE,"2",HU
19 024 001,,"3006",MONTES ROCALLOSOS M24 L1,"1",C
19 024 002,RESID SAN AGUSTIN,"3356",MONTES ROCALLOSOS 104,"1",S
19 026 001,RES SAN AGUSTIN,"301",SIERRA VERTIENTES 216,"2",HU
19 026 002,RES SAN AGUSTIN,"390",MONTES APALACHES 604,"2",HU
19 026 021,RESID SAN AGUSTIN,"469",MONTE BLANCO M26 L21,"2",HU
19 026 003,SAN AGUSTIN,"418",MONTES APALACHES M26 L3,"0",BU
19 026 004,RESID SAN AGUSTIN,"405",MONTES APALACHES S/N,"0",BU
19 024 003,,"3153",,"9",HM
19 026 020,SAN AGUSTIN,"405",MONTE BLANCO 603,"2",HU
19 026 005,,"405",,"2",HU
19 026 025,RESID SAN AGUSTIN,"199",MONTE BLANCO 605 INT A,"2",HU
19 026 019,RESID SAN AGUSTIN,"205",MONTE BLANCO 605,"2",HU
19 026 006,JARD SAN AGUSTIN,"426",MONTES APALACHES 612,"2",HU
19 026 022,,"200",MONTE BLANCO 607 SN AGUSTIN,"2",HU
19 026 018,RESID SAN AGUSTIN,"200",MONTE BLANCO 607-A,"2",HU
19 026 023,RESID SAN AGUSTIN,"296",MONTES APALACHES 614,"2",HU
19 026 007,SAN AGUSTIN,"304",MONTES APALACHES 616,"2",HU
19 026 008,RESID SAN AGUSTIN,"950",MONTES APALACHES 618,"2",HU
19 026 017,RESID SAN AGUSTIN,"411",MONTE BLANCO 609,"2",HU
19 026 016,SAN AGUSTIN,"356",MONTE BLANCO 611,"2",HU
19 026 015,RESID SAN AGUSTIN,"360",MONTE BLANCO 613,"2",HU
19 026 010,RES SAN AGUSTIN,"469",AV REAL SAN AGUSTIN 311,"0",C
19 026 014,RES SAN AGUSTIN,"374",M BLANCO 615,"1",HU
19 026 024,,"211",MONTE BLANCO M26 L24,"2",HU
19 026 013,,"211",MONTE BLANCO OTE 619,"2",HU
19 026 011,SAN AGUSTIN,"878",MONTE BLANCO 315,"1",C
19 029 026,,"258",,"1",HU
19 029 027,,"265",,"1",HU
19 029 009,RESID SAN AGUSTIN,"393",MONTE BLANCO 618,"2",HU
19 029 010,RESID SAN AGUSTIN,"194",MONTE BLANCO 622,"2",HU
19 029 030,SAN AGUSTIN,"183",MONTE BLANCO 620,"2",HU
19 029 011,RESID SAN AGUSTIN,"190",MONTE BLANCO 622 B,"2",EC
19 029 012,RESID SAN AGUSTIN,"221",REAL SAN AGUSTIN 408,"2",S
19 029 031,RESID SAN AGUSTIN,"191",MONTE BLANCO 622,"2",EC
19 029 028,REAL SAN AGUSTIN,"218",REAL SAN AGUSTIN 406,"2",S
19 029 013,SAN AGUSTIN,"446",REAL SAN AGUSTIN 408,"2",C
19 029 016,RESID SAN AGUSTIN,"415",MONTE EVEREST 619,"1",HU
19 029 015,RESID SAN AGUSTIN,"386",MONTE EVEREST 621,"2",HU
19 029 014,RESID SAN AGUSTIN,"389",MONTE EVEREST 623,"2",M
19 029 002,,"394",MONTE BLANCO 604,"2",HU
19 029 003,,"382",MONTE BLANCO SN AGUSTIN,"2",HU
19 029 024,RESID SAN AGUSTIN,"401",MONTE EVEREST 603,"2",HU
19 029 022,SAN AGUSTIN,"402",MONTE EVEREST M29 L22,"1",HU
19 029 004,RESID SAN AGUSTIN,"392",MONTE BLANCO 608,"1",HU
19 029 029,SAN AGUSTIN,"203",MONTE BLANCO L29 M29,"2",HU
19 029 005,RESID SAN AGUSTIN,"400",MONTE BLANCO 610,"2",HU
19 029 021,,"390",MONTE EVEREST L21 M29 SN AG,"1",HU
19 029 006,RESID SN AGUSTIN,"215",MONTE BLANCO 612-A,"2",HU
19 029 001,,"483",MONTE BLANCO 102 RES SN AGUSTIN,"2",HU
19 029 025,SAN AGUSTIN,"274",M EVEREST Y S VERTIENTES 210,"1",HU
19 029 017,RES SAN AGUSTIN,"472",MONTE EVEREST 617,"2",EC
19 029 023,,"400",MONTE EVEREST 605 R SN AGUS,"1",HU
19 029 008,SAN AGUSTIN,"532",MONTE BLANCO 616,"2",HU
19 029 007,SAN AGUSTIN,"503",MONTE BLANCO 614,"2",HU
19 029 020,,"400",MONTE EVEREST 611 R SN AGUS,"2",HU
19 029 018,SAN AGUSTIN,"433",MONTE EVEREST 615,"2",HU
19 029 019,RES SAN AGUSTIN,"398",MONTE EVEREST 613,"2",HU
03 060 014,ZONA LA CIMA,"3248",GENERAL  NARANJO,"7",HM
10 000 010,,"15143",V CARRANZA,"0",BU
10 000 307,,"578",NARANJO,"0",HM
10 000 298,,"1207",MATANCILLAS OTE,"2",HU
10 000 299,P DE LA SIERRA,"1107",MATANCILLAS 207,"2",HU
10 000 300,,"1149",MATANCILLAS OTE 206,"0",BU
10 000 009,,"1118",V CARRANZA 206 Y MATANCILLA,"1",HU
19 014 001,,"21892",MONTES URALES M 14,"0",EA
19 043 001,RESID SAN AGUSTIN,"3266",M APALACHES 212,"2",C
19 023 001,SN AGUSTIN,"2698",MONTES ROCALLOSOS 502 Y 504,"0",BU
19 043 002,RES SAN AGUSTIN,"2269",VASCONCELOS OTE 218,"2",C
19 023 002,RESID SAN AGUSTIN,"1764",MONTES ROCALLOSOS 504,"0",BU
11 053 001,JARD DEL CAMPESTRE,"1291",AV JOSE VASCONCELOS 170,"1",C
19 042 001,,"3992",,"8",S
19 042 002,SAN AGUSTIN,"3126",MONTES APALACHES 202,"1",S
19 043 003,SAN AGUSTIN,"2278",M APALACHES 303,"2",C
19 025 007,,"657",M APALACHES L7 M25 RESID SN AGUSTIN,"2",HU
19 025 001,,"589",M APALACHES L1 M25 RESID SN AGUSTIN,"2",EC
19 030 005,,"854",MONTE EVEREST L5 M30 RESID SN AGUST,"2",HU
19 025 002,,"446",S NEVADA L2 M25 RESID SN AGUSTIN,"2",EC
19 030 013,,"789",MONTES ALTOS L13 M30 RESID SN AGUST,"2",HU
19 036 001,RESID SAN AGUSTIN,"6780",JOSE VASCONCELOS 102,"4",S
19 025 006,,"493",M EVEREST RESID SN AGUSTIN,"2",HU
19 025 003,,"402",S NEVADA L3 M25 RESID SN AGUSTIN,"2",HU
11 053 003,JARDS DEL CAMPESTRE,"719",HOYO UNO 104,"2",HU
19 033 001,SAN AGUSTIN,"563",MONTES APALACHES L1 M33,"0",BU
19 025 004,,"595",MONTES APALACHES L4 M25 R SN AGUSTI,"2",HU
19 033 015,,"450",L15 M33 RESID SN AGUSTIN,"2",HU
19 030 006,,"520",MONTE EVEREST 512,"2",HU
19 033 002,,"535",MONTES ALTOS L2 M33 RESID SN AGUSTI,"2",HU
19 037 001,,"643",S TEZONCO Y M HIMALAYA 506,"0",S
19 030 012,,"513",MONTES ALTOS 511,"2",HU
19 037 002,,"636",MONTES HIMALAYA508,"0",S
19 025 005,,"565",MONTES APALACHES L5 M25 SN AGUSTIN,"2",HU
19 037 021,SAN AGUSTIN,"558",AV SAN AGUSTIN L21 M37,"0",S
19 033 014,,"403",MONTES HIMALAYA L14 M33 RESID SN AG,"1",HU
19 030 007,,"514",MONTE EVEREST 514,"2",HU
19 037 020,,"537",SAN AGUSTIN,"0",S
19 033 003,SAN AGUSTIN,"531",MONTES ALTOS L3 M33,"0",BU
19 030 011,,"513",MONTES ALTOS 513,"2",HU
11 053 005,JARDS DEL CAMPESTRE,"568",HOYO UNO 108,"2",HU
19 033 013,,"498",MONTES HIMALAYA L13 M33 RESID SN AG,"2",HU
19 037 003,,"558",MONTES HIMALAYA 510,"0",BU
19 030 008,,"482",S NEVADA 207 Y M EVEREST,"0",BU
19 033 004,,"525",MONTES ALTOS L4 M33 RESID SN AGUSTI,"0",BU
19 037 019,,"526",AV SN AGUSTIN 509,"0",S
19 030 010,SAN AGUSTIN,"505",M ALTOS L10 M30,"0",EC
19 033 012,,"507",MONTES HIAMALAYA L12 M33 RESID SN A,"2",HU
19 037 004,,"524",MONTES HIMALAYA 512,"0",BU
11 053 006,,"540",HOYO UNO 114,"2",HU
19 033 005,,"529",MONTES ALTOS L5 M33 RESID SN AGUSTI,"2",HU
19 037 018,,"547",AV SAN AGUSTIN 511,"0",BU
19 030 009,SAN AGUSTIN,"452",SIERRA NEVADA 205 Y M ALTOS,"2",HU
19 033 011,,"506",MONTES HIMALAYA L11 M33 RESID SN AG,"2",HU
19 037 005,,"528",MONTES HIMALAYA 514,"0",BU
19 033 006,,"528",MONTES ALTOS L6 M33 RESID SN AGUSTI,"0",BU
19 037 017,,"529",AV SAN AGUSTIN 513,"0",BU
19 033 010,,"509",MONTES HIMALAYA L10 M33 RESID SN AG,"0",BU
11 053 007,,"603",HOYO UNO L 7 M 53,"2",HU
19 037 006,,"525",MONTES HIMALAYA,"0",BU
19 033 007,,"483",MONTES ALTOS L7 M33 RESID SN AGUSTI,"2",HU
19 037 016,,"536",AV SAN AGUSTIN 515,"0",BU
19 033 009,,"508",MONTES ALTOS 518,"0",BU
11 053 008,JARD DEL CAMPESTRE,"859",HOYO UNO L 8 M 53,"2",HU
19 037 015,,"527",AV SAN AGUSTIN 517,"0",BU
19 028 001,,"16001",S NEVADA Y S VERTIENTES,"0",EA
19 033 008,,"556",MONTES HIMALAYA L8 M33 RESID SN AGU,"0",BU
19 037 008,,"544",MONTES HIMALAYA 520,"0",BU
19 037 014,,"541",AV SAN AGUSTIN 519,"0",BU
19 037 009,,"554",MONTES HIMALAYA 522,"0",BU
19 037 012,,"535",AV SAN AGUSTIN 523,"0",BU
19 037 011,,"545",SN AGUSTIN 525 Y S NEVADA,"0",BU
19 038 001,,"452",SIERRA NEVADA Y M HIMALAYA,"2",HU
19 038 002,,"514",MONTES HIMALAYA 604,"2",HU
19 038 016,,"526",SN AGUSTIN Y S NEVADA 102,"0",BU
19 038 003,,"518",MONTES HIMALAYA 606,"0",BU
19 038 015,,"514",AV SAN AGUSTIN 603,"0",BU
19 038 014,,"514",AV SAN AGUSTIN 605,"0",BU
19 038 005,,"528",MONTES HIMALAYA 610,"0",BU
19 038 012,,"526",AV SAN AGUSTIN 609,"0",BU
19 038 007,,"545",MONTES HIMALAYA 614,"0",BU
19 038 010,,"522",AV SAN AGUSTIN 613,"0",EC
19 038 009,,"529",AV SN AGUSTIN 615 Y C TUERA,"0",BU
11 056 017,,"617",HOYO UNO 118 J CAMPESTRE,"2",HU
11 056 016,,"601",HOYO UNO 120,"2",HU
11 056 015,,"625",HOYO UNO L 15 M 56,"2",HU
11 056 014,,"605",HOYO UNO 124 JARDINES DEL CAMPESTRE,"2",HU
11 056 019,,"298",HOYO 1 130,"2",HU
11 056 010,JARD DEL CAMPESTRE,"585",HOYO UNO 134,"2",HU
11 056 009,,"605",HOYO UNO L 9 M 56,"0",BU
11 056 008,JDINES DEL COMPASTRE,"811",HOYO UNO L 8 M 56,"2",HU
11 056 018,JARD DEL CAMPESTRE,"631",HOYO UNO 116,"2",HU
11 056 003,JARD DEL CAMPESTRE,"728",HOYO CINCO 206,"1",HU
11 056 006,JARDINES CAMPESTRE,"1375",HOYO 6 104,"1",HU
11 056 004,,"956",HOYO SEIS 104 JAR CAMPESTRE,"1",HU
11 056 002,JARD DEL CAMPESTRE,"663",HOYO CINCO 204,"1",HU
11 056 007,JAR CAMPESTRE,"1187",HOYO CUATRO 107,"1",HU
11 056 005,JARD DEL CAMPESTRE,"951",HOYO CUATRO 105,"1",HU
11 056 001,JARD DEL CAMPESTRE,"693",HOYO CINCO 202,"2",HU
11 056 011,JARD DEL CAMPESTRE,"299",HOYO UNO 132,"2",HU
11 056 013,JARD DEL CAMPESTRE,"608",HOYO UNO 126,"2",HU
11 056 012,J DEL CAMPESTRE,"566",HOYO UNO 128,"2",HU
11 055 007,,"541",HOYO TRES 112 JARD CAMPESTR,"2",HU
11 055 010,JARD DEL CAMPESTRE,"1238",HOYO DOS 109,"2",HU
11 055 009,,"524",HOYO 3 JARD CAMPESTRES,"2",HU
11 055 012,JARD DEL CAMPESTRE,"483",HOYO UNO 111,"2",HU
11 055 008,JAR DEL CAMPESTRE,"559",HOYO TRES 110,"2",HU
11 055 013,JARDS DEL CAMPESTRE,"543",HOYO UNO 113,"2",HU
11 055 014,JARDINES DEL CAMPEST,"511",HOYO UNO L 14 M 55,"0",BU
11 055 006,,"584",HOYO TRES 114 J CAMPESTRE,"2",HU
11 055 005,JARD DEL CAMPESTRE,"605",HOYO TRES 116,"1",HU
11 055 004,,"688",HOYO TRES 118,"1",HU
11 055 003,JAR DEL CAMPESTRE,"731",HOYO 3 120,"1",HU
11 055 002,,"748",HOYO TRES 122 J DEL CAMPEST,"2",HU
11 055 018,JARD DEL CAMPESTRE,"675",HOYO UNO 123,"2",HU
11 055 001,JARD DEL CAMPESTRE,"681",HOYO CUATRO 108,"2",HU
11 055 015,JARDS DEL CAMESPTRE,"536",HOYO UNO 117,"2",HU
11 055 017,JARD DEL CAMPESTRE,"602",HOYO UNO 121,"2",HU
11 055 016,JARD DEL CAMPESTRE,"574",HOYO UNO 119,"2",HU
11 055 019,,"716",HOYO UNO L 19 M 55,"2",HU
11 055 021,JARD DEL CAMPESTRE,"681",HOYO CUATRO 110,"2",HU
11 055 020,JDINES DEL CAMPESTRE,"708",HOYO 4,"2",HU
11 054 014,JARDS DEL CAMPESTRE,"254",AV SAN AGUSTIN 110,"2",HU
11 054 010,JARD DEL CAMPESTRE,"517",AV SAN AGUSTIN L 10 M 54,"2",HU
11 054 011,JARD CAMPESTRE,"249",AV SAN AGUSTIN 112,"1",HU
11 054 020,JARDINES CAMPESTRES,"502",HOYO 3 105,"2",HU
11 054 032,JAR DEL CAMPESTRE,"264",RIO SAN AGUSTIN Y HOYO 1 112,"2",HU
11 054 008,,"253",RIO SAN AGUSTIN 116,"2",HU
11 054 007,JARD DEL CAMPESTRE,"510",AVE SAN AGUSTIN 120,"1",HU
11 054 023,JARDS DEL CAMPESTRE,"497",HOYO TRES 111,"1",HU
11 054 004,JARDINES DEL CAMPEST,"557",AVE SAN AGUSTIN L4 M54,"0",BU
11 054 005,JARDINES DEL CARMEN,"529",AVE SAN AGUSTIN 124,"2",HU
11 054 027,JARD DEL CAMPESTRE,"668",HOYO TRES NTE 119,"1",HU
11 054 033,,"265",HOYO 1,"2",HU
11 054 031,JARD DEL CAMPESTRE,"240",AVE SN AGUSTIN 108,"2",HU
11 054 013,,"241",SAN AGUSTIN 106,"2",HU
11 054 015,JARDINES CAMPESTRE,"809",HOYO UNO 108,"2",HU
11 054 018,,"670",HOYO TRES 101 J CAMPESTRE,"2",HU
11 054 012,JAR DEL CAMPESTRE,"493",AV SAN AGUSTIN 110,"2",HU
11 054 016,,"756",HOYO UNO L 16 M 54,"2",HU
11 054 034,DEL VALLE,"256",AVE SAN AGUSTIN,"0",BU
11 054 019,,"507",HOYO TRES SUR 103 J CAMPEST,"1",HU
11 054 017,JARD DEL CAMPESTRE,"898",HOYO DOS 104,"2",HU
11 054 009,JARD DEL CAMPESTRE,"516",AV SN AGUSTIN 118,"1",HU
11 054 021,,"503",HOYO TRES 107 J DEL CAMPEST,"1",HU
11 054 022,JARD DEL CAMPESTRE,"502",HOYO 3 109,"1",HU
11 054 006,,"529",AVE SAN AGUSTIN L 6 M 54,"1",HU
11 054 024,JARDS DEL CAMPESTRE,"531",HOYO TRES 113,"2",HU
11 054 003,JARD DEL CAMPESTRE,"649",SAN AGUSTIN L33 M54,"0",BU
11 054 025,JARD DEL CAMPESTRE,"521",HOYO TRES 115,"1",HU
11 054 026,JARDIN DEL CAMPESTRE,"570",HOYO TRES L 26 M 54,"0",BU
11 054 002,,"623",AV SAN AGUSTIN 130 J CAMPES,"1",HU
11 054 001,JARD DEL CAMPESTRE,"642",SN AGUSTIN Y HOYO 4 100,"1",HU
11 054 028,JARD DEL CAMPESTRE,"698",HOYO TRES 121,"2",HU
11 054 030,JARDS DEL CAMPESTRE,"607",HOYO CUATRO 104,"1",HU
11 054 029,JARD DEL CAMPESTRE,"639",HOYO TRES 123,"1",HU
11 032 001,,"715",CEDROS 502,"2",HU
11 032 002,,"794",CEDROS 510,"1",HU
11 032 015,SANTA ENGRACIA,"346",CEDROS 514,"2",HU
11 032 004,SANTA ENGRACIA,"560",CEDROS 518,"2",HU
11 032 007,,"643",CEDROS 590 STA ENGRACIA,"2",HU
11 032 014,,"813",SAUCES 517 STA ENGRACIA,"2",HU
11 032 013,,"574",SAUCE L 13 M 40,"2",HU
11 032 006,,"561",CEDROS 580 VALLE STA ENGRACIA,"2",HU
11 032 009,,"1032",SAUCES,"0",BU
11 032 005,,"567",CEDROS520,"1",HU
11 032 012,,"557",SAUCES 523 STA ENGRACIA,"2",HU
11 033 002,,"739",SAUCES 502 STA ENGRACIA,"2",HU
11 033 001,,"776",AV GOMEZ MORIN NTE 101,"1",S
11 032 008,VALLE STA ENGRACIA,"686",SAUCES 565,"2",HU
11 032 011,SANTA ENGRACIA,"568",SAUCES 521,"1",HU
11 033 005,,"502",SAUCES 552,"1",HU
11 033 003,SANTA ENGRACIA,"489",SAUCES 504,"1",HU
11 033 021,,"794",C DEL VALLE OTE 503 ENGRACI,"1",C
11 033 004,SANTA ENGRACIA,"521",SAUCES 508,"1",HU
11 033 007,VALLE STA ENGRACIA,"489",SAUCES 556,"1",HU
11 033 008,,"502",SAUCES L 8 M 41,"2",HU
11 033 009,VALLE SANTA ENGRACIA,"524",SAUCES 560,"2",HM
11 033 020,,"518",CALZ DEL VALLE,"2",S
