REGION,MANZANA,LOTE,SHAPE_Area,RML,NOMBRE_COL,CALLE,NIVELES,US_ACT2016
"25","115","047",105.181524989,25 115 047,REVOLUCION,PLAN DE GUADALUPE 141,"2",HU
"25","115","005",103.800716933,25 115 005,REVOLUCION,PLAN DE AYALA 144,"2",HU
"25","115","004",103.319618993,25 115 004,REVOLUCION,PALN DE AYALA 146,"3",HU
"25","115","048",106.128900868,25 115 048,REVOLUCION,PLAN DE GUADALUPE 143,"2",HU
"25","115","049",104.401216909,25 115 049,REVOLUCION,PLAN DE GUADALUPE 145,"1",HU
"25","115","003",104.866081516,25 115 003,REVOLUCION,PLAN DE AYALA 148,"2",HU
"25","115","002",105.290723815,25 115 002,REVOLUCION,PLAN DE AYALA 150,"2",HU
"25","115","050",106.717315298,25 115 050,REVOLUCION,PLAN DE GUADALUPE 147,"1",HU
"25","114","037",104.267074489,25 114 037,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 125,"1",HU
"25","114","011",107.164879675,25 114 011,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 128,"2",HU
"25","114","012",107.325325369,25 114 012,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 126,"2",HU
"25","114","017",109.187710888,25 114 017,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 116,"1",HU
"25","114","030",102.058008571,25 114 030,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 111,"2",HU
"25","114","018",102.983048079,25 114 018,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 114,"1",HU
"25","114","026",118.890779099,25 114 026,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 103,"2",HU
"25","114","023",108.571340659,25 114 023,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 104,"1",HU
"25","114","027",104.152300525,25 114 027,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 105,"2",HU
"25","200","011",353.436551235,25 200 011,EL OBISPO,EMILIANO ZAPATA 407 ABCD,"2",HM
"25","192","001",223.07057741,25 192 001,VISTA MONTA/A,EMILIANO ZAPATA 403,"1",HU
"25","192","002",142.015084406,25 192 002,VISTA MONTA/A,EMILIANO ZAPATA 401,"2",HU
"25","200","001",381.296147488,25 200 001,EL OBISPO,SEBASTIAN L DE TEJADA 400 ABC,"2",HM
"25","200","002",408.056159001,25 200 002,EL OBISPO,SEBASTIAN L DE TEJADA 402 ABC,"2",HM
"25","193","008",113.799330593,25 193 008,VISTA MONTA/A,ADOLFO R CORTINES 315,"3",HU
"04","036","016",323.380017549,04 036 016,,ALLENDE 444,"1",HU
"04","002","033",175.792327684,04 002 033,,GALEANA PTE 444,"2",HU
"04","002","031",175.063391152,04 002 031,,GALEANA 438,"1",HU
"04","002","025",166.538017515,04 002 025,,GALEANA 432,"1",HU
"04","002","032",164.352557612,04 002 032,,GALEANA 462 Y ALLENDE,"2",HU
"04","002","018",771.550567939,04 002 018,,GALEANA PTE 426,"1",HU
"04","002","026",169.835561842,04 002 026,,GALEANA 420,"1",HU
"04","002","005",66.6510147279,04 002 005,,ALLENDE 303,"2",HU
"02","015","022",152.18904162,02 015 022,,CORREGIDORA NTE 218,"3",HM
"02","015","020",354.044483732,02 015 020,,REFORMA PTE 324,"2",HU
"02","015","021",309.941286384,02 015 021,,REFORMA 338,"2",HU
"02","015","016",525.606133367,02 015 016,,REFORMA 330 PTE,"2",HM
"02","015","018",225.189624143,02 015 018,,HIDALGO NTE 227,"2",HU
"02","015","019",165.467255001,02 015 019,,HIDALGO NTE 231,"1",HU
"02","015","007",221.498582388,02 015 007,,,"1",HU
"02","015","017",408.998005854,02 015 017,,PORFIRIO DIAZ PTE 351,"1",HU
"02","015","008",137.800650475,02 015 008,,,"0",HU
"02","015","004",374.065791957,02 015 004,,P DIAZ PTE 339,"1",HU
"02","015","003",215.417272752,02 015 003,,PORFIRIO DIAZ PTE 345,"1",HU
"02","015","034",146.59110906,02 015 034,,PORFIRIO DIAZ 357,"1",HU
"04","006","015",194.789171832,04 006 015,,P DIAZ PTE 415,"1",HU
"04","006","005",363.249759055,04 006 005,,P DIAZ 421,"1",HU
"04","006","009",398.347948403,04 006 009,,REFORMA PTE 432,"1",HU
"04","033","018",129.519274306,04 033 018,LOS SAUCES,LAS PALMAS 515,"1",HU
"04","033","004",134.084479084,04 033 004,SAN PEDRO,EMILIO CARRANZA 514,"2",HU
"04","033","020",128.313178834,04 033 020,LOS SAUCES,LAS PALMAS 517,"2",HU
"04","033","003",131.924179055,04 033 003,LOS SAUCES,EMILIO CARRANZA 516,"2",HU
"03","033","014",281.731782066,03 033 014,SAN PEDRO,CORREGIDORA 660,"2",HU
"03","033","004",296.829354692,03 033 004,,HIDALGO 613,"2",HU
"03","033","015",294.480683733,03 033 015,,CORREGIDORA 666,"1",HU
"03","033","005",292.889153469,03 033 005,,HIDALGO 615,"1",HU
"03","033","016",290.247917762,03 033 016,,CORREGIDORA,"2",HU
"03","033","018",214.932087244,03 033 018,,EMILIO CARRANZA 318,"1",M1
"03","033","001",326.76244818,03 033 001,,2 DE ABRIL Y E CARRANZA,"2",HU
"03","033","019",216.384919237,03 033 019,SAN PEDRO,EMILIO CARRANZA 305,"0",BU
"03","033","020",212.060964229,03 033 020,SAN PEDRO,EMILIO CARRANZA 4685,"2",HU
"03","001","003",1262.70541119,03 001 003,,GALEANA 333,"2",HM
"02","009","015",623.36715232,02 009 015,SAN PEDRO,CORREGIDORA 307,"1",M1
"02","009","008",232.426883802,02 009 008,,REFORMA NTE 338,"1",HU
"02","010","001",222.466754532,02 010 001,,JUAREZ 332 Y 342,"1",C
"02","010","014",1757.67907955,02 010 014,,JUAREZ NTE 326,"2",S
"02","011","004",933.050389072,02 011 004,,LIBERTAD 112 Y JUAREZ,"0",M1
"02","011","016",1641.38397521,02 011 016,CENTRO,JUAREZ Y REFORMA,"1",EU
"02","011","002",741.039945657,02 011 002,,MORELOS 302,"1",C
"04","009","008",818.228933415,04 009 008,,REFORMA 502,"1",HU
"04","009","012",156.392762987,04 009 012,,REFORMA PTE 544,"1",HU
"04","009","003",192.212179815,04 009 003,,P DIAZ 535 Y 203,"2",HU
"04","009","021",472.341302514,04 009 021,,ALLENDE,"1",S
"04","006","023",316.690258201,04 006 023,,HIDALGO Y REFORMA 402,"1",S
"04","006","013",477.280058533,04 006 013,,REFORMA 209,"1",M1
"04","006","020",77.0999665748,04 006 020,,P DIAZ 403 PTE,"1",HU
"02","015","011",206.736217952,02 015 011,,REFORMA 338,"2",M1
"02","015","009",127.295540112,02 015 009,,CORREG Y P DIAZ 300,"1",HU
"04","010","030",391.621158769,04 010 030,SAN PEDRO,VASCONCELOS 551,"1",HM
"30","003","055",69.4207647012,30 003 055,GARZA AYALA,CALLE 19 L55 M3,"2",HU
"30","003","013",67.4794051285,30 003 013,GARZA AYALA,CALLE 17 155,"2",HU
"30","003","012",65.2738719859,30 003 012,GARZA AYALA,CALLE 17 153,"2",HU
"30","003","057",70.3045282901,30 003 057,,CALLE 19 140 GARZA AYALA,"2",HU
"30","003","011",67.6238173264,30 003 011,GARZA AYALA,CALLE 17 151,"2",HU
"30","003","001",84.307208845,30 003 001,LAZARO GARZA AYALA,ALBERTO C SILLER 136,"1",HU
"30","004","029",131.50272085,30 004 029,,DANIEL DAVILA 187,"2",HU
"30","004","030",92.054607024,30 004 030,LAZARO GARZA AYALA,DANIEL DAVILA 189,"2",HU
"30","004","035",92.4220242767,30 004 035,,CALLE 17 190 GRAL GZA AYALA,"2",HU
"30","004","037",65.5825508902,30 004 037,LAZARO GARZA AYALA,LUIS GARCIA 186,"2",HU
"30","004","038",73.4075236868,30 004 038,GARZA AYALA,CALLE 17 184,"2",HU
"30","004","001",94.2913646095,30 004 001,CONJ HAB GARZA AYALA,LUIS GARCIA 146,"1",HU
"30","009","044",66.6934411552,30 009 044,GARZA AYALA,AGUSTIN SILLER 176,"2",HU
"30","009","027",66.4559371948,30 009 027,CONJ HAB GARZA AYALA,PRISCILIANO SILLER 201,"3",HU
"30","009","043",69.7811616789,30 009 043,GARZA AYALA,AGUSTIN SILLER 178,"2",HU
"30","009","042",71.0120593801,30 009 042,GARZA AYALA,AGUSTIN SILLER 180,"2",HU
"30","009","037",69.3038466894,30 009 037,GARZA AYALA,AGUSTIN SILLER 190,"2",HU
"30","009","041",71.1184817978,30 009 041,GARZA AYALA,AGUSTIN SILLER 182,"2",HU
"30","009","013",64.9835350577,30 009 013,GARZA AYALA,PRICILIANO SILLER 173,"2",HU
"30","009","004",64.6629383895,30 009 004,GARZA AYALA,PRICILIANO SILLER 155,"2",HU
"30","009","066",70.1116194643,30 009 066,GARZA AYALA,AGUSTIN SILLER 132,"2",HU
"30","009","002",63.9437363665,30 009 002,,PRISCILIANO SILLER 151,"2",HU
"30","009","068",68.6109071454,30 009 068,GARZA AYALA,AGUSTIN SILLER 128,"2",HU
"30","009","003",70.2520275291,30 009 003,GARZA AYALA,PRISCILIANO SILLER 153,"2",HU
"30","009","067",69.5834748553,30 009 067,,A SILLER 130 GARZA AYALA,"2",HU
"30","009","010",66.4853673055,30 009 010,GARZA AYALA,PRISCILIANO SILLER 161,"2",HU
"30","009","011",65.2846963797,30 009 011,GARZA AYALA,PRICILIANO SILLER 69,"2",HU
"30","009","060",68.6329647453,30 009 060,CONJ HAB GARZA AYALA,AGUSTIN SILLER 144,"2",HU
"04","050","003",148.606439651,04 050 003,LOS SAUCES,PUEBLA 814,"2",HU
"04","050","004",136.421432124,04 050 004,LOS SAUCES,PUEBLA 812,"2",HU
"04","050","019",137.799249086,04 050 019,LOS SAUCES II,LOS SAUCES 813,"1",HU
"04","050","024",125.887638963,04 050 024,LOS SAUCES,PADRE MIER 803,"2",HU
"04","050","023",128.410300643,04 050 023,LOS SAUCES,PADRE MIER 805,"1",HU
"30","023","018",63.855748227,30 023 018,LAZARO GARZA AYALA,NESTOR GARCIA 102,"2",HU
"30","023","001",61.1002282155,30 023 001,GARZA AYALA,PRIV A SILLER 101,"2",HU
"30","023","002",67.7377917845,30 023 002,,PRISILIANO SILLER 103,"2",HU
"30","023","017",68.0465915536,30 023 017,GARZA AYALA,NESTOR GARCIA 104,"2",HU
"30","023","016",64.8915113059,30 023 016,GARZA AYALA,NESTOR GARCIA 106,"2",HU
"30","023","003",66.7077717999,30 023 003,LAZARO GARZA AYALA,PRIV AGUSTIN SILLER 105,"2",HU
"30","015","034",105.326906763,30 015 034,CONJ HAB GARZA AYALA,JUAN FRIAS 129,"2",HU
"30","015","001",98.874126869,30 015 001,CONJ HAB GARZA AYALA,DIEGO SALDIVAR 117,"2",HU
"30","014","047",75.1545436439,30 014 047,GARZA AYALA,CALLE 7  L 47 M 14,"2",HU
"30","014","003",98.5802123681,30 014 003,GARZA AYALA,JUAN FRIAS 138,"2",HU
"30","014","024",96.9138680313,30 014 024,CONJ HAB L GZA AYALA,FRANCISCO SILLER 132,"2",HU
"30","014","029",76.9879966041,30 014 029,LAZARO GARZA AYALA,MANUEL GONZALEZ 101-A,"2",HU
"30","014","004",109.215957018,30 014 004,,JUAN FRIAS 136,"1",HU
"30","014","050",103.915196133,30 014 050,GARZA AYALA,DIEGO SALDIVAR 107,"2",HU
"30","014","036",65.4103308693,30 014 036,GARZA AYALA,MANUEL GONZALEZ 115,"2",HU
"30","014","013",70.6834533955,30 014 013,LAZARO GARZA AYALA,JUAN FRIAS 118,"2",HU
"30","014","018",71.0431146491,30 014 018,GARZA AYALA,JUAN FRIAS 108,"2",HU
"13","221","038",465.737956444,10 000 679,,,"2",HU
"13","221","020",929.921997131,13 221 020,SIERRAS DEL VALLE,SIERRA NEVADA 113,"2",HU
"13","221","001",504.080913406,13 221 001,SIERRA DEL VALLE,1IERRA DEL VALLE L1 M221,"0",BU
"13","221","023",483.903808445,13 221 023,LOMAS DEL VALLE,PRIVADA L III,"2",HU
"13","221","021",530.550874304,13 221 021,LOMAS DEL VALLE,SIERRA DEL VALLE 113-A,"2",HU
"13","221","002",664.608623524,13 221 002,SIERRA DEL VALLE,SIERRA DEL VALLE 105,"2",HU
"13","221","003",1180.912252,13 221 003,RES DEL VALLE,S DEL VALLE,"0",BU
"13","221","004",954.32413819,13 221 004,SIERRA DEL VALLE,S DEL VALLE 113,"2",HU
"28","010","013",473.822144159,28 010 013,COLONIAL DE LA SIERR,CEDROS 643,"2",HU
"02","005","022",196.113912804,02 005 022,SAN PEDRO,INDEPENDENCIA 228,"2",HM
"02","005","023",194.501294771,02 005 023,,,"0",HU
"02","005","019",117.460316193,02 005 019,,INDEPENDENCIA 222,"1",HU
"02","005","021",198.756233111,02 005 021,,MORELOS 203,"1",HU
"02","005","007",256.901899852,02 005 007,,MORELOS 419,"1",HU
"02","005","005",364.20759476,02 005 005,,MORELOS 420,"1",S
"02","005","006",342.750187049,02 005 006,,MORELOS 439,"2",S
"02","005","011",132.496291672,02 005 011,,INDEPENDENCIA 204,"1",S
"02","006","009",245.130828245,02 006 009,,GUERRERO E INDEPENDENCIA,"2",S
"02","006","005",1757.92185678,02 006 005,,,"0",HU
"02","006","004",199.653889807,02 006 004,,,"0",HU
"02","006","003",835.115067487,02 006 003,,LIBERTAD OTE 325,"2",S
"02","006","002",428.402607506,02 006 002,,LIBERTAD 102,"1",A
"02","006","008",423.478218931,02 006 008,,GUERRERO NTE 413,"1",HU
"02","006","007",246.615560722,02 006 007,,GUERRERO 419,"1",HU
"05","013","027",115.711425848,05 013 027,,DIEGO DE MONTEMAYOR,"2",HU
"05","013","013",148.705959662,05 013 013,,GARZA AYALA 973,"2",HU
"05","013","012",151.236032517,05 013 012,SAN PEDRO,LAZARO GARZA AYALA 975 Y 975A,"1",HU
"05","019","059",239.935003534,05 019 059,,GARZA AYALA 528,"1",S
"05","019","026",130.39397191,05 019 026,,L GARZA AYALA 528,"2",HU
"05","019","065",79.607199854,05 019 065,,1A PRIV TREVI/O 226,"2",HU
"05","019","021",131.935441913,05 019 021,SAN PEDRO,L GARZA AYALA 516,"1",HU
"05","019","064",83.1383701642,05 019 064,,TREVI/O SUR 220,"2",HU
"05","019","044",154.133006438,05 019 044,,PRIV TREVI/O 226 INT 9,"2",HU
"05","019","054",74.9792420757,05 019 054,,1A PVA TREVI/O 226 INT 11,"2",HU
"05","019","025",148.99045448,05 019 025,,ZARAGOZA 227,"2",M1
"09","023","024",155.560203332,09 023 024,RINCON COLONIAL,CORDOVA 155,"2",HU
"09","023","025",156.817916292,09 023 025,RINCON COLONIAL,CORDOVA 155,"1",HU
"09","023","014",158.397759298,09 023 014,,CADIZ LOTE 14 508,"2",HU
"09","023","028",148.886340579,09 023 028,RINCON COLONIAL,CORDOVA 513,"2",HU
"09","023","013",167.00385811,09 023 013,,CADIZ 506 RINCON COLONIAL,"2",HU
"09","023","030",157.665931975,09 023 030,RINCON COLONIAL,CORDOVA 507,"2",HU
"09","023","011",224.974805833,09 023 011,RINCON COLONIAL,CADIZ LOTE 11 502,"2",HU
"09","023","017",154.355771765,09 023 017,RINCON COLONIAL,CADIZ 520,"2",HU
"09","023","040",112.526293255,09 023 040,,CADIZ,"2",HU
"09","023","007",155.238900032,09 023 007,,CADIZ 505 RES COLONIAL,"1",HU
"09","023","006",159.283218288,09 023 006,,CADIZ 507 R COLONIAL,"1",HU
"09","027","003",137.447401645,09 027 003,RINCON COLONIAL,ABASOLO 405,"2",HU
"09","027","004",163.716047946,09 027 004,RINCON COLONIAL,ABASOLO Y CORDOVA 402,"1",HU
"09","027","005",151.834698791,09 027 005,,ABASOLO 409 R COLONIAL,"2",HM
"03","020","017",144.247284038,03 020 017,BOSQUES DE SAN PEDRO,RAUL RANGEL FRIAS 607,"2",HU
"03","020","016",145.419995439,03 020 016,BOSQUES DE SN PEDRO,RAUL RANGEL FRIAS 609,"2",HU
"03","020","009",145.244109131,03 020 009,BOSQUES DE LA SIERRA,ALDAMA 608,"2",HU
"03","020","015",141.600598358,03 020 015,SAN PEDRO,RAUL RANGEL FRIAS 611,"2",HU
"03","020","010",143.054432969,03 020 010,SAN PEDRO,ALDAMA SUR 610,"2",HU
"03","048","003",150.52102956,03 048 003,,PRIV LOPEZ 111,"2",M1
"03","048","014",159.847086744,03 048 014,,V CARRANZA OTE 125,"2",HU
"03","050","028",293.358259661,03 050 028,,MORELOS SUR 853,"2",HU
"03","050","027",213.75399982,03 050 027,,MORELOS 806,"1",HU
"03","050","015",220.100104551,03 050 015,,GUERRERO 802,"2",HU
"03","050","029",287.091287481,03 050 029,,MORELOS 855,"1",HU
"03","050","014",287.263734002,03 050 014,,,"0",HU
"03","050","030",223.769451858,03 050 030,,MORELOS 812,"2",HU
"03","050","013",300.55515551,03 050 013,,GUERRERO 806,"2",HU
"03","050","005",266.580206246,03 050 005,,VENUSTIANO CARRANZA 225 SAN PEDRO,"2",HU
"03","050","004",218.078741715,03 050 004,,V CARRANZA 207,"2",HU
"03","006","001",418.396087857,03 006 001,,L G AYALA Y M GONZALEZ L1,"0",BU
"03","006","003",264.339924479,03 006 003,,LAZARO GARZA AYALA 304,"2",HU
"03","006","008",245.00043562,03 006 008,,L GZA AYALA 312,"1",HU
"03","006","005",427.557658038,03 006 005,,GUERRERO 229,"1",HM
"03","006","009",321.474412782,03 006 009,,GUERRERO 237,"2",HU
"03","006","006",260.486014098,03 006 006,,GUERRERO SUR 243,"2",HM
"03","006","012",132.355839261,03 006 012,,GALEANA OTE 335,"2",HU
"03","006","011",128.122132266,03 006 011,,GALEANA OTE 333,"2",HU
"03","006","010",172.669076661,03 006 010,,GALEANA OTE 331,"1",HU
"03","006","013",140.235210752,03 006 013,,GUERRERO 243 A,"1",HU
"03","035","004",884.851508849,03 035 004,PALO BLANCO,2 DE ABRIL 350,"2",HU
"03","035","002",866.864589049,03 035 002,SAN PEDRO,2 DE ABRIL 310,"2",HU
"03","041","013",150.788328479,03 041 013,,,"2",HU
"03","041","008",147.922392425,03 041 008,,,"2",HU
"04","017","034",160.662741998,04 017 034,,JOSE VASCONCELOS L34 M17,"1",S
"09","026","024",119.060331616,09 026 024,RINCON COLONIAL,LIBERTAD 525,"2",HU
"25","193","011",109.653618337,25 193 011,VISTA MONTA/A,ARTURO B DE LA GARZA 314,"1",HU
"25","194","009",112.691320692,25 194 009,VISTA MONTA/A,MIGUEL ALEMAN 317,"2",HU
"25","194","012",116.779629579,25 194 012,VISTA MONTA/A,ADOLFO R CORTINES 316,"1",HU
"25","194","013",95.2627597322,25 194 013,VISTA MONTA/A,ADOLFO R CORTINES 314,"1",HU
"25","194","008",101.706118422,25 194 008,VISTA MONTA/A,MIGUEL ALEMAN 315,"2",HU
"25","194","007",112.408341897,25 194 007,VISTA MONTA/A,MIGUEL ALEMAN 313,"1",HU
"25","194","014",113.589283074,25 194 014,VISTA MONTA/A,ADOLFO R CORTINES 312,"1",HU
"25","194","015",100.997039982,25 194 015,VISTA MONTA/A,ADOLFO R CORTINES 310,"2",HU
"25","158","016",125.692723248,25 158 016,EL OBISPO II,FELIX I L16 M158,"2",HU
"25","158","017",124.750434982,25 158 017,EL OBISPO II,ANTONIO DE J SACEDON L17 M158,"1",HU
"25","161","009",121.394528576,25 161 009,EL OBISPO II,IGNACIO DE ARANCIBIA L9 M161,"1",HU
"25","161","013",126.492781288,25 161 013,EL OBISPO II,EULALIO GUZMAN L13 M161,"2",HM
"25","161","014",131.80726208,25 161 014,EL OBISPO II,EULALIO GUZMAN L14 M161,"2",HU
"25","161","008",120.876696027,25 161 008,EL OBISPO II,MANUEL GONZALEZ L8 M161,"1",HU
"25","161","007",116.749556541,25 161 007,EL OBISPO II,IGNACIO DE ARANCIBIA L7 M161,"1",HU
"25","161","015",126.566634999,25 161 015,EL OBISPO II,EULALIO GUZMAN L15 M161,"2",HM
"25","161","016",131.591946834,25 161 016,EL OBISPO II,FELICIANO DE MARIN Y P L16 M161,"2",HU
"25","161","006",124.588553048,25 161 006,EL OBISPO II,MANUEL GONZALEZ L6 M161,"1",HU
"25","161","005",116.742804839,25 161 005,EL OBISPO II,MANUEL GONZALEZ L5 M161,"2",M1
"25","161","017",124.697624873,25 161 017,EL OBISPO II,EULALIO GUZMAN 805,"2",HU
"25","161","018",132.349428491,25 161 018,EL OBISPO II,EULALIO GUZMAN L18 M161,"1",HU
"25","161","004",120.407531222,25 161 004,EL OBISPO II,MANUEL GONZALEZ L4 M161,"1",HU
"25","161","003",120.959846663,25 161 003,EL OBISPO II,IGNACIO DE ARANCIBIA L3 M161,"2",HU
"25","131","023",103.329815305,25 131 023,VISTA MONTA/A,ANTONIO DIAZ SOTO 411,"1",HU
"25","131","005",103.368077809,25 131 005,VISTA MONTA/A,ADOLFO DE LA HUERTA 410,"1",HU
"25","131","024",104.371437297,25 131 024,VISTA MONTA/A,ANTONIO DIAZ SOTO 409,"1",HU
"25","131","025",103.922428585,25 131 025,VISTA MONTA/A,ANTONIO DIAZ SOTO 407,"1",HU
"25","131","004",105.151321081,25 131 004,VISTA MONTA/A,ADOLFO DE LA HUERTA 408,"1",HU
"25","131","003",105.966303132,25 131 003,VISTA MONTA/A,ADOLFO DE LA HUERTA 406,"1",HU
"25","131","026",102.726679822,25 131 026,VISTA MONTA/A,ANTONIO DIAZ SOTO Y GAMA 405,"1",HU
"25","131","002",101.818195261,25 131 002,VISTA MONTA/A,ADOLFO DE LA HUERTA 404,"2",HU
"25","131","027",103.573862701,25 131 027,VISTA MONTA/A,ANTONIO DIAZ SOTO 403,"1",HU
"25","133","026",135.519377269,25 133 026,VISTA MONTA/A,FRANCISCO VILLA 403,"2",HU
"25","133","002",125.518429405,25 133 002,VISTA MONTA/A,ANTONIO DIAZ SOTO Y GAMA 402,"1",HU
"25","133","025",142.072231376,25 133 025,VISTA MONTA/A,FRANCISCO VILLA 405,"2",HM
"25","133","003",121.145725041,25 133 003,VISTA MONTA/A,ANTONIO DIAZ SOTO Y GAMA L3 M133,"2",HU
"25","133","024",119.432887012,25 133 024,VISTA MONTA/A,FRANCISCO VILLA 407,"2",HU
"25","133","004",123.076975388,25 133 004,VISTA MONTA/A,ANTONIO DIAZ SOTO Y GAMA 406,"1",HU
"25","133","023",122.400054919,25 133 023,VISTA MONTA/A,FRANCISCO VILLA 409,"2",HU
"25","114","022",99.8039329005,25 114 022,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 106,"2",HU
"25","114","028",104.969074969,25 114 028,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 107,"1",HU
"25","114","021",106.639681537,25 114 021,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 108,"1",HU
"25","114","029",107.006836319,25 114 029,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 109,"1",HU
"25","114","020",103.399026692,25 114 020,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 110,"1",HU
"25","114","019",104.850555616,25 114 019,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 112,"1",HU
"25","114","036",102.275785872,25 114 036,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 123,"2",HU
"25","114","038",102.640584991,25 114 038,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 127,"1",HU
"25","114","009",106.646756625,25 114 009,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 132,"3",HU
"25","114","040",102.687703661,25 114 040,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 131,"1",HU
"25","114","041",101.665387973,25 114 041,CONJ HAB REVOLUCION,RICARDO FLORES MAGON 133,"1",HU
"25","114","007",106.381715198,25 114 007,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 136,"1",HU
"25","114","042",101.927237476,25 114 042,REVOLUCION,RICARDO F MAGON 135,"1",HU
"25","114","006",105.576839791,25 114 006,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 138,"1",HU
"25","114","043",114.575267683,25 114 043,REVOLUCION,RICARDO F MAGON 137,"1",HU
"25","114","005",106.000573858,25 114 005,CONJ HAB REVOLUCION,PLAN DE GUADALUPE 140,"1",HU
"25","194","006",105.490585473,25 194 006,VISTA MONTA/A,MIGUEL ALEMAN 311,"1",HU
"25","194","005",112.244137241,25 194 005,VISTA MONTA/A,MIGUEL ALEMAN 309,"1",HU
"25","194","016",109.456439131,25 194 016,VISTA MONTA/A,ADOLFO R CORTINES 308,"2",HU
"25","194","017",97.8461797736,25 194 017,VISTA MONTA/A,ADOLFO R CORTINES 306,"2",HU
"25","194","004",108.15768716,25 194 004,VISTA MONTA/A,MIGUEL ALEMAN 307,"1",HU
"25","194","003",106.852701401,25 194 003,VISTA MONTA/A,MIGUEL ALEMAN 305,"1",HU
"25","194","018",108.59694764,25 194 018,VISTA MONTA/A,ADOLFO R CORTINES 304,"1",HU
"25","194","019",104.470876383,25 194 019,VISTA MONTA/A,ADOLFO R CORTINES 302,"2",HU
"25","194","002",107.736956966,25 194 002,VISTA MONTA/A,MIGUEL ALEMAN 303,"2",HU
"25","193","002",106.337347101,25 193 002,VISTA MONTA/A,ADOLFO R CORTINES 303,"1",HU
"25","193","017",104.19529887,25 193 017,VISTA MONTA/A,ARTURO B DE LA GARZA 3021,"1",HU
"25","193","016",107.919498206,25 193 016,VISTA MONTA/A,ARTURO B DE LA GARZA 304,"2",HU
"25","193","003",108.95732104,25 193 003,VISTA MONTA/A,ADOLFO R CORTINES 305,"2",HU
"25","193","004",104.545598044,25 193 004,VISTA MONTA/A,ADOLFO R CORTINES 307,"1",HU
"25","193","015",101.058583334,25 193 015,VISTA MONTA/A,ARTURO B DE LA GARZA 306,"1",HU
"25","193","014",102.788788248,25 193 014,VISTA MONTA/A,ARTURO B DE LA GARZA 308,"1",HU
"25","193","005",108.74650879,25 193 005,VISTA MONTA/A,ADOLFO R CORTINES 309,"1",HU
"25","161","002",113.702222507,25 161 002,EL OBISPO II,IGNACIO DE ARANCIBIA L2 M161,"2",HM
"25","164","009",122.918680898,25 164 009,EL OBISPO II,JUAN SARABIA L9 M164,"2",HM
"25","164","019",134.410104594,25 164 019,EL OBISPO II,IGNACIO DE ARANCIBIA L19 M164,"2",HU
"25","164","020",138.284159798,25 164 020,EL OBISPO II,IGNACIO DE ARANCIBIA L20 M164,"2",HU
"25","164","022",134.257842266,25 164 022,EL OBISPO II,MANUEL GONZALEZ L22 M164,"3",M1
"25","164","006",120.820238072,25 164 006,EL OBISPO II,SALVADOR APODACA Y L L6 M164,"1",HU
"25","164","005",122.237544704,25 164 005,EL OBISPO II,SALVADOR APODACA Y L L5 M164,"2",HU
"25","164","023",135.546318813,25 164 023,EL OBISPO II,IGNACIO DE ARANCIBIA L23 M164,"1",HU
"25","164","024",133.00944259,25 164 024,EL OBISPO II,IGNACIO DE ARANCIBIA L24 M164,"2",S
"25","164","004",123.556360017,25 164 004,EL OBISPO II,SALVADOR APODACA Y L L4 M164,"1",HU
"25","164","003",122.766520727,25 164 003,EL OBISPO II,SALVADOR APODACA Y L L3 M164,"2",HU
"25","164","002",126.402879114,25 164 002,EL OBISPO II,SALVADOR APODACA Y L L2 M164,"1",HU
"25","167","003",125.03429798,25 167 003,EL OBISPO II,FRANCISCO I MADERO 806,"2",HU
"25","167","004",118.370455407,25 167 004,EL OBISPO II,JOSE MA DE J BELAUNZARAN L4 M167,"2",HU
"25","167","030",135.959807008,25 167 030,EL OBISPO II,SALVADOR APODACA L L30 M167,"1",HU
"25","167","005",123.105836622,25 167 005,EL OBISPO II,JOSE MA DE J BELAUNZARAN L5 M167,"2",HU
"25","133","005",123.892678661,25 133 005,VISTA MONTA/A,ANTONIO DIAZ SOTO Y GAMA L5 M133,"1",HU
"25","133","022",119.487409948,25 133 022,VISTA MONTA/A,FRANCISCO VILLA L22 M133,"2",HU
"25","133","006",118.501435374,25 133 006,VISTA MONTA/A,ANTONIO DIAZ SOTO Y GAMA L6 M133,"1",HU
